flow_id,src_ip,src_port,dst_ip,dst_port,protocol,bytes_sent,bytes_received,packets_sent,packets_received,duration_sec,is_internal_traffic,user_agent,url,attack_type,label
FLOW-101213,198.51.100.22,16357,10.0.1.25,443,TCP,50,40,1,1,11.638,0,zgrab/0.x,,Port-Scan,1
FLOW-101214,172.16.5.108,21909,192.168.10.15,443,TCP,2444,11263,32,88,5.508,1,Mozilla/5.0,,Benign,0
FLOW-101215,172.16.5.108,21477,10.0.1.25,102,TCP,1272,4055,15,28,9.069,1,Edge/120.0,/historian/view,Benign,0
FLOW-101216,172.16.5.108,34937,10.0.1.10,80,TCP,1571,2580,10,37,9.434,1,SCADA-Client/3.2,/api/v1/metrics,Benign,0
FLOW-101217,198.51.100.22,32322,192.168.10.55,8080,TCP,3018,644,36,6,5.853,0,curl/8.4.0,,Exploit-Attempt,1
FLOW-101218,192.168.10.40,7496,10.0.1.10,102,TCP,262,6109,2,63,1.952,1,Edge/120.0,,Benign,0
FLOW-101219,172.16.5.108,3194,192.168.10.40,443,TCP,709,5149,4,37,3.272,1,Edge/120.0,,Benign,0
FLOW-101220,192.168.10.12,33054,10.0.1.5,102,TCP,2886,5288,29,40,1.574,1,OPC-UA-Stack/1.4,/api/v1/metrics,Benign,0
FLOW-101221,192.168.10.55,1314,10.0.1.5,502,UDP,2842,8263,26,70,11.643,1,OPC-UA-Stack/1.4,/dashboard/scada,Benign,0
FLOW-101222,192.168.10.15,13039,192.168.10.12,4840,TCP,2078,7058,17,102,9.961,1,SCADA-Client/3.2,/dashboard/scada,Benign,0
FLOW-101223,194.26.29.112,19669,192.168.10.55,22,TCP,97,15,1,1,11.694,0,Masscan/1.3,/login,Port-Scan,1
FLOW-101224,185.220.101.5,35039,192.168.10.55,8080,TCP,104,31,1,1,5.172,0,Unknown,/cgi-bin/test,Port-Scan,1
FLOW-101225,194.26.29.112,60000,192.168.10.40,445,TCP,50,21,1,1,1.061,0,Masscan/1.3,/cgi-bin/test,Port-Scan,1
FLOW-101226,45.33.32.156,16507,192.168.10.55,21,TCP,91,17,1,1,8.307,0,Masscan/1.3,/,Port-Scan,1
FLOW-101227,172.16.5.101,25749,192.168.10.15,102,UDP,749,7387,8,115,9.888,1,SCADA-Client/3.2,/dashboard/scada,Benign,0
FLOW-101228,194.26.29.112,50187,10.0.1.25,8080,TCP,104,2,1,1,7.344,0,Nmap/7.94,/login,Port-Scan,1
FLOW-101229,172.16.5.108,45363,10.0.1.5,102,TCP,455,11695,3,140,11.522,1,SCADA-Client/3.2,,Benign,0
FLOW-101230,192.168.10.40,65117,192.168.10.12,443,TCP,3493,4100,36,35,1.613,1,Edge/120.0,/api/v1/metrics,Benign,0
FLOW-101231,192.168.10.55,20912,192.168.10.55,443,TCP,320,1917,3,20,11.222,1,Mozilla/5.0,/api/v1/metrics,Benign,0
FLOW-101232,185.220.101.5,43953,192.168.10.15,21,TCP,68,20,1,1,2.242,0,zgrab/0.x,/cgi-bin/test,Port-Scan,1
FLOW-101233,192.168.10.55,53527,10.0.1.10,502,TCP,2350,8247,16,64,7.709,1,OPC-UA-Stack/1.4,,Benign,0
FLOW-101234,172.16.5.210,33526,192.168.10.15,502,TCP,2286,8946,15,120,2.494,1,Mozilla/5.0,/historian/view,Benign,0
FLOW-101235,192.168.10.15,45103,192.168.10.15,4840,TCP,1836,6869,25,53,9.327,1,Mozilla/5.0,/historian/view,Benign,0
FLOW-101236,194.26.29.112,59671,10.0.1.5,80,TCP,2662,5120,26,40,3.375,0,python-requests/2.31.0,/auth/login?u=admin'--,SQL-Injection,1
FLOW-101237,198.51.100.89,37710,10.0.1.10,445,TCP,486,334,5,2,7.946,0,Unknown,,Brute-Force,1
FLOW-101238,203.0.113.45,42782,192.168.10.12,3389,TCP,589,844,9,9,2.098,0,Hydra/9.5,,Brute-Force,1
FLOW-101239,203.0.113.45,3377,10.0.1.25,8080,TCP,5743,196,87,2,7.106,0,Custom-POC/1.0,/,Exploit-Attempt,1
FLOW-101240,192.168.10.40,65351,10.0.1.25,502,TCP,1466,11730,10,141,9.94,1,Mozilla/5.0,/historian/view,Benign,0
FLOW-101241,192.168.10.15,23086,10.0.1.25,4840,TCP,1481,8707,23,104,0.224,1,SCADA-Client/3.2,,Benign,0
FLOW-101242,192.168.10.15,7626,10.0.1.25,502,UDP,2332,7542,23,56,2.6,1,Mozilla/5.0,/api/v1/metrics,Benign,0
FLOW-101243,192.168.10.40,24830,10.0.1.25,4840,TCP,3130,9374,44,68,8.025,1,Mozilla/5.0,/dashboard/scada,Benign,0
FLOW-101244,203.0.113.45,8649,192.168.10.40,3389,TCP,1331,487,16,6,9.884,0,Hydra/9.5,/cgi-bin/test,Brute-Force,1
FLOW-101245,194.26.29.112,41300,10.0.1.10,80,TCP,3052,7159,35,47,5.624,0,sqlmap/1.7,/auth/login?u=admin'--,SQL-Injection,1
FLOW-101246,192.168.10.40,64701,192.168.10.55,4840,TCP,2222,2363,16,35,10.137,1,Edge/120.0,/historian/view,Benign,0
FLOW-101247,45.33.32.156,11416,10.0.1.10,445,TCP,3004,1347,21,10,7.661,0,Metasploit/6.3,,Exploit-Attempt,1
FLOW-101248,194.26.29.112,4347,192.168.10.12,3389,TCP,60,40,1,1,5.178,0,zgrab/0.x,/login,Port-Scan,1
FLOW-101249,192.168.10.55,18653,192.168.10.12,502,TCP,3169,9426,38,110,4.034,1,SCADA-Client/3.2,/historian/view,Benign,0
FLOW-101250,45.33.32.156,9523,192.168.10.55,445,TCP,345,807,3,5,6.23,0,paramiko/3.4,/,Brute-Force,1
FLOW-101251,198.51.100.22,32015,192.168.10.40,502,TCP,46,28,1,1,2.124,0,Nmap/7.94,/,Port-Scan,1
FLOW-101252,45.33.32.156,55716,192.168.10.40,3306,TCP,76,10,1,1,7.032,0,Unknown,/,Port-Scan,1
FLOW-101253,172.16.5.101,62398,10.0.1.10,502,UDP,2821,3771,19,47,8.495,1,SCADA-Client/3.2,/api/v1/metrics,Benign,0
FLOW-101254,192.168.10.55,64249,192.168.10.12,4840,TCP,1123,2729,10,35,0.5,1,Edge/120.0,,Benign,0
FLOW-101255,198.51.100.22,7387,192.168.10.15,3389,TCP,93,28,1,1,8.122,0,Nmap/7.94,/cgi-bin/test,Port-Scan,1
FLOW-101256,172.16.5.210,13978,192.168.10.40,80,TCP,2416,4325,30,42,2.248,1,SCADA-Client/3.2,,Benign,0
FLOW-101257,172.16.5.101,50179,192.168.10.12,443,UDP,1361,5621,18,89,6.667,1,Edge/120.0,,Benign,0
FLOW-101258,172.16.5.210,39530,10.0.1.10,4840,TCP,2178,6514,24,95,6.016,1,Mozilla/5.0,,Benign,0
FLOW-101259,198.51.100.89,31484,10.0.1.25,8080,TCP,2275,5793,27,52,5.822,0,sqlmap/1.7,/historian/query?sensor=A1;DROP TABLE,SQL-Injection,1
FLOW-101260,172.16.5.101,64338,192.168.10.12,80,TCP,1715,519,19,5,9.763,1,Mozilla/5.0,,Benign,0
FLOW-101261,203.0.113.45,27105,192.168.10.40,1433,TCP,75,7,1,1,2.62,0,Nmap/7.94,/,Port-Scan,1
FLOW-101262,172.16.5.101,25388,10.0.1.10,443,UDP,669,7410,10,70,6.56,1,OPC-UA-Stack/1.4,/api/v1/metrics,Benign,0
FLOW-101263,172.16.5.102,25572,10.0.1.5,502,TCP,2760,3212,21,48,1.487,1,Mozilla/5.0,,Benign,0
FLOW-101264,192.168.10.55,15761,192.168.10.55,443,TCP,3125,11495,29,109,8.1,1,Mozilla/5.0,/dashboard/scada,Benign,0
FLOW-101265,172.16.5.108,13306,10.0.1.5,80,UDP,394,9963,4,72,10.41,1,Mozilla/5.0,,Benign,0
FLOW-101266,185.220.101.5,21527,10.0.1.5,21,TCP,79,38,1,1,8.685,0,Masscan/1.3,/cgi-bin/test,Port-Scan,1
FLOW-101267,194.26.29.112,15516,192.168.10.12,80,TCP,45,18,1,1,12.388,0,Unknown,/login,Port-Scan,1
FLOW-101268,192.168.10.40,43697,192.168.10.55,80,TCP,1272,10161,11,78,3.178,1,Mozilla/5.0,,Benign,0
FLOW-101269,172.16.5.102,53661,192.168.10.12,80,UDP,328,6373,2,49,11.247,1,SCADA-Client/3.2,/api/v1/metrics,Benign,0
FLOW-101270,45.33.32.156,39231,192.168.10.15,22,TCP,614,434,4,3,12.42,0,Hydra/9.5,/,Brute-Force,1
FLOW-101271,172.16.5.101,13791,192.168.10.12,4840,TCP,564,8351,4,64,8.506,1,Edge/120.0,/dashboard/scada,Benign,0
FLOW-101272,192.168.10.55,13738,10.0.1.10,443,TCP,3279,5808,26,51,8.919,1,SCADA-Client/3.2,/dashboard/scada,Benign,0
FLOW-101273,194.26.29.112,19294,192.168.10.40,80,TCP,58,58,1,1,6.334,0,Unknown,/,Port-Scan,1
FLOW-101274,203.0.113.45,17767,10.0.1.10,445,TCP,3276,230,37,2,2.542,0,Custom-POC/1.0,/cgi-bin/test,Exploit-Attempt,1
FLOW-101275,192.168.10.40,40288,192.168.10.12,80,TCP,2391,6136,35,41,12.133,1,SCADA-Client/3.2,/dashboard/scada,Benign,0
FLOW-101276,172.16.5.108,49578,192.168.10.40,102,TCP,1163,3622,9,36,0.882,1,Mozilla/5.0,/historian/view,Benign,0
FLOW-101277,172.16.5.108,56102,10.0.1.5,80,TCP,3286,8706,37,82,10.292,1,OPC-UA-Stack/1.4,/dashboard/scada,Benign,0
FLOW-101278,194.26.29.112,4839,192.168.10.12,22,TCP,50,12,1,1,1.145,0,Masscan/1.3,,Port-Scan,1
FLOW-101279,172.16.5.108,33142,10.0.1.25,443,TCP,2853,5883,19,40,6.985,1,SCADA-Client/3.2,/historian/view,Benign,0
FLOW-101280,172.16.5.101,45942,192.168.10.12,4840,TCP,517,10875,6,77,10.662,1,Mozilla/5.0,/api/v1/metrics,Benign,0
FLOW-101281,198.51.100.22,12151,192.168.10.15,22,TCP,747,688,8,9,3.171,0,paramiko/3.4,/,Brute-Force,1
FLOW-101282,172.16.5.102,37949,192.168.10.55,80,TCP,1446,8396,14,83,3.858,1,SCADA-Client/3.2,/historian/view,Benign,0
FLOW-101283,198.51.100.22,42792,192.168.10.12,22,TCP,998,570,10,4,3.762,0,Unknown,/,Brute-Force,1
FLOW-101284,45.33.32.156,11250,192.168.10.55,8080,TCP,1396,4874,15,40,9.819,0,sqlmap/1.7,/api/v1/telemetry?id=1' OR '1'='1,SQL-Injection,1
FLOW-101285,192.168.10.15,44648,10.0.1.10,102,UDP,1033,1571,16,19,5.328,1,Edge/120.0,/dashboard/scada,Benign,0
FLOW-101286,203.0.113.45,37518,192.168.10.55,23,TCP,46,35,1,1,12.293,0,Masscan/1.3,,Port-Scan,1
FLOW-101287,192.168.10.15,50544,10.0.1.10,443,TCP,2425,1259,28,8,4.223,1,Edge/120.0,/api/v1/metrics,Benign,0
FLOW-101288,194.26.29.112,23947,192.168.10.40,445,TCP,409,560,2,6,8.321,0,paramiko/3.4,/login,Brute-Force,1
FLOW-101289,192.168.10.40,63591,192.168.10.40,80,TCP,2934,9336,21,65,12.076,1,OPC-UA-Stack/1.4,,Benign,0
FLOW-101290,203.0.113.45,27068,192.168.10.15,445,TCP,4740,495,54,3,4.4,0,Metasploit/6.3,/,Exploit-Attempt,1
FLOW-101291,192.168.10.40,57809,192.168.10.15,102,UDP,1618,7522,19,57,3.868,1,OPC-UA-Stack/1.4,/api/v1/metrics,Benign,0
FLOW-101292,192.168.10.15,64008,10.0.1.5,80,TCP,2337,2519,22,17,3.831,1,Mozilla/5.0,/historian/view,Benign,0
FLOW-101293,172.16.5.101,7300,10.0.1.25,443,TCP,2666,2939,21,21,7.499,1,OPC-UA-Stack/1.4,/dashboard/scada,Benign,0
FLOW-101294,198.51.100.89,57998,10.0.1.10,22,TCP,62,41,1,1,9.271,0,zgrab/0.x,,Port-Scan,1
FLOW-101295,194.26.29.112,49538,192.168.10.12,80,TCP,119,57,1,1,10.78,0,zgrab/0.x,/,Port-Scan,1
FLOW-101296,172.16.5.102,61608,10.0.1.10,102,TCP,3107,11095,33,81,11.544,1,Mozilla/5.0,/api/v1/metrics,Benign,0
FLOW-101297,198.51.100.22,27097,192.168.10.40,1433,TCP,1496,7129,23,91,4.84,0,sqlmap/1.7,/auth/login?u=admin'--,SQL-Injection,1
FLOW-101298,172.16.5.210,30362,192.168.10.12,80,TCP,342,11453,2,116,1.131,1,Edge/120.0,,Benign,0
FLOW-101299,192.168.10.15,4547,10.0.1.5,502,TCP,3382,4938,36,38,12.281,1,Edge/120.0,,Benign,0
FLOW-101300,185.220.101.5,58277,10.0.1.5,445,TCP,110,49,1,1,4.953,0,Unknown,/cgi-bin/test,Port-Scan,1
FLOW-101301,172.16.5.108,58144,192.168.10.40,80,TCP,919,2570,11,23,2.059,1,Edge/120.0,/historian/view,Benign,0
FLOW-101302,172.16.5.101,58352,192.168.10.15,502,TCP,638,11613,4,101,9.552,1,Mozilla/5.0,,Benign,0
FLOW-101303,192.168.10.15,25448,192.168.10.12,443,UDP,995,4965,6,58,7.316,1,SCADA-Client/3.2,,Benign,0
FLOW-101304,172.16.5.101,56862,10.0.1.5,502,TCP,3404,10210,38,91,7.812,1,SCADA-Client/3.2,/dashboard/scada,Benign,0
FLOW-101305,172.16.5.101,55088,192.168.10.55,4840,UDP,2383,1412,30,9,1.823,1,Edge/120.0,/api/v1/metrics,Benign,0
FLOW-101306,172.16.5.108,11362,192.168.10.40,4840,TCP,409,11435,4,84,2.592,1,SCADA-Client/3.2,/historian/view,Benign,0
FLOW-101307,192.168.10.40,11930,192.168.10.15,443,UDP,1716,3029,26,43,0.985,1,Edge/120.0,/dashboard/scada,Benign,0
FLOW-101308,192.168.10.12,34738,10.0.1.5,80,UDP,1798,2289,28,22,11.765,1,SCADA-Client/3.2,/api/v1/metrics,Benign,0
FLOW-101309,192.168.10.40,56096,192.168.10.55,4840,TCP,1004,7114,6,52,2.393,1,SCADA-Client/3.2,,Benign,0
FLOW-101310,192.168.10.15,26769,192.168.10.12,4840,TCP,1861,10443,30,174,12.029,1,Mozilla/5.0,/dashboard/scada,Benign,0
FLOW-101311,172.16.5.101,52091,192.168.10.55,4840,TCP,2256,7207,23,50,3.819,1,OPC-UA-Stack/1.4,/dashboard/scada,Benign,0
FLOW-101312,198.51.100.22,3180,192.168.10.15,445,TCP,93,31,1,1,3.089,0,Nmap/7.94,,Port-Scan,1
FLOW-101313,203.0.113.45,27167,10.0.1.5,1433,TCP,63,47,1,1,2.977,0,Unknown,,Port-Scan,1
FLOW-101314,172.16.5.101,22494,192.168.10.12,80,UDP,3251,1290,24,15,9.178,1,Mozilla/5.0,/historian/view,Benign,0
FLOW-101315,198.51.100.89,24792,10.0.1.25,3306,TCP,2773,4884,26,46,9.023,0,Mozilla/5.0,/auth/login?u=admin'--,SQL-Injection,1
FLOW-101316,192.168.10.40,24852,192.168.10.55,102,TCP,607,6420,4,59,1.663,1,Edge/120.0,/historian/view,Benign,0
FLOW-101317,172.16.5.108,36936,192.168.10.40,80,TCP,1710,4064,12,37,1.208,1,OPC-UA-Stack/1.4,/api/v1/metrics,Benign,0
FLOW-101318,172.16.5.102,34444,192.168.10.15,80,UDP,1548,4162,22,47,0.601,1,Edge/120.0,,Benign,0
FLOW-101319,192.168.10.55,51574,10.0.1.5,443,TCP,1736,8570,21,84,4.359,1,SCADA-Client/3.2,/api/v1/metrics,Benign,0
FLOW-101320,172.16.5.102,32517,192.168.10.40,502,TCP,3315,4926,37,45,9.909,1,Edge/120.0,,Benign,0
FLOW-101321,172.16.5.108,52292,10.0.1.5,502,UDP,1004,2263,11,30,0.836,1,Mozilla/5.0,,Benign,0
FLOW-101322,45.33.32.156,58953,10.0.1.10,3306,TCP,2092,4083,14,44,3.426,0,sqlmap/1.7,/auth/login?u=admin'--,SQL-Injection,1
FLOW-101323,172.16.5.210,61716,10.0.1.10,4840,TCP,746,667,6,4,9.534,1,OPC-UA-Stack/1.4,,Benign,0
FLOW-101324,172.16.5.101,58629,192.168.10.55,443,TCP,740,11663,5,78,4.223,1,Edge/120.0,/dashboard/scada,Benign,0
FLOW-101325,172.16.5.108,7041,10.0.1.5,4840,TCP,1467,9256,14,95,0.062,1,SCADA-Client/3.2,/dashboard/scada,Benign,0
FLOW-101326,192.168.10.55,8745,192.168.10.40,502,TCP,1199,2562,19,31,0.525,1,SCADA-Client/3.2,/dashboard/scada,Benign,0
FLOW-101327,45.33.32.156,59771,192.168.10.40,3306,TCP,1818,8212,13,126,7.925,0,sqlmap/1.7,/historian/query?sensor=A1;DROP TABLE,SQL-Injection,1
FLOW-101328,192.168.10.15,31503,10.0.1.10,443,TCP,1104,3291,8,36,3.966,1,Edge/120.0,/historian/view,Benign,0
FLOW-101329,172.16.5.101,40099,192.168.10.40,4840,TCP,3322,5283,26,54,10.955,1,Mozilla/5.0,/historian/view,Benign,0
FLOW-101330,172.16.5.210,23284,192.168.10.15,102,TCP,2284,4694,26,39,0.057,1,OPC-UA-Stack/1.4,/historian/view,Benign,0
FLOW-101331,194.26.29.112,56644,192.168.10.55,3306,TCP,1150,1701,7,18,6.92,0,python-requests/2.31.0,/historian/query?sensor=A1;DROP TABLE,SQL-Injection,1
FLOW-101332,172.16.5.108,34352,10.0.1.5,102,UDP,2243,11023,26,103,2.931,1,OPC-UA-Stack/1.4,/dashboard/scada,Benign,0
FLOW-101333,192.168.10.12,61600,10.0.1.10,502,UDP,3469,5305,23,39,0.663,1,SCADA-Client/3.2,,Benign,0
FLOW-101334,194.26.29.112,60650,10.0.1.5,443,TCP,4469,3363,72,31,12.373,0,sqlmap/1.7,/auth/login?u=admin'--,SQL-Injection,1
FLOW-101335,192.168.10.55,9346,192.168.10.40,4840,TCP,996,4985,6,44,10.701,1,Edge/120.0,,Benign,0
FLOW-101336,203.0.113.45,33785,10.0.1.25,80,TCP,103,30,1,1,8.956,0,Unknown,/login,Port-Scan,1
FLOW-101337,185.220.101.5,38621,192.168.10.55,443,TCP,43,2,1,1,6.343,0,Masscan/1.3,/login,Port-Scan,1
FLOW-101338,192.168.10.55,52165,192.168.10.12,502,TCP,3422,5300,31,76,9.969,1,OPC-UA-Stack/1.4,,Benign,0
FLOW-101339,172.16.5.108,5488,10.0.1.25,443,TCP,319,7764,4,57,6.953,1,OPC-UA-Stack/1.4,/api/v1/metrics,Benign,0
FLOW-101340,45.33.32.156,34388,192.168.10.40,23,TCP,75,43,1,1,9.979,0,zgrab/0.x,/,Port-Scan,1
FLOW-101341,192.168.10.15,46617,192.168.10.12,80,UDP,2300,5328,17,38,10.509,1,Edge/120.0,,Benign,0
FLOW-101342,172.16.5.102,20596,192.168.10.15,80,TCP,2913,10355,24,84,1.76,1,SCADA-Client/3.2,/historian/view,Benign,0
FLOW-101343,198.51.100.89,34659,192.168.10.12,3389,TCP,99,34,1,1,4.448,0,Unknown,/,Port-Scan,1
FLOW-101344,198.51.100.89,53657,192.168.10.40,1433,TCP,867,8079,12,54,3.036,0,sqlmap/1.7,/auth/login?u=admin'--,SQL-Injection,1
FLOW-101345,172.16.5.102,28125,192.168.10.15,4840,TCP,3424,6469,43,55,1.586,1,SCADA-Client/3.2,/api/v1/metrics,Benign,0
FLOW-101346,185.220.101.5,33362,192.168.10.55,8080,TCP,1154,4462,10,35,6.945,0,python-requests/2.31.0,/auth/login?u=admin'--,SQL-Injection,1
FLOW-101347,192.168.10.15,58032,10.0.1.10,102,TCP,1648,5974,11,45,10.922,1,SCADA-Client/3.2,,Benign,0
FLOW-101348,192.168.10.40,13228,192.168.10.55,4840,TCP,3356,6839,26,53,2.615,1,Mozilla/5.0,/dashboard/scada,Benign,0
FLOW-101349,45.33.32.156,28995,192.168.10.40,445,TCP,106,47,1,1,7.455,0,zgrab/0.x,/,Port-Scan,1
FLOW-101350,185.220.101.5,21827,10.0.1.5,1433,TCP,3397,3321,28,27,7.44,0,sqlmap/1.7,/auth/login?u=admin'--,SQL-Injection,1
FLOW-101351,172.16.5.102,57496,10.0.1.10,80,TCP,793,2746,5,27,2.873,1,SCADA-Client/3.2,/api/v1/metrics,Benign,0
FLOW-101352,172.16.5.102,25613,10.0.1.5,443,TCP,960,10977,10,146,6.754,1,Mozilla/5.0,,Benign,0
FLOW-101353,203.0.113.45,15805,10.0.1.5,3306,TCP,3815,4462,35,45,1.469,0,sqlmap/1.7,/historian/query?sensor=A1;DROP TABLE,SQL-Injection,1
FLOW-101354,172.16.5.108,49124,192.168.10.40,102,TCP,501,7548,4,82,9.182,1,Mozilla/5.0,/historian/view,Benign,0
FLOW-101355,45.33.32.156,39737,192.168.10.15,3306,TCP,3508,5788,42,73,2.328,0,Mozilla/5.0,/historian/query?sensor=A1;DROP TABLE,SQL-Injection,1
FLOW-101356,185.220.101.5,44957,10.0.1.10,8080,TCP,44,37,1,1,0.236,0,Unknown,/login,Port-Scan,1
FLOW-101357,194.26.29.112,58736,10.0.1.5,8080,TCP,1286,5463,19,58,8.087,0,sqlmap/1.7,/auth/login?u=admin'--,SQL-Injection,1
FLOW-101358,203.0.113.45,33020,10.0.1.5,445,TCP,89,54,1,1,1.184,0,Nmap/7.94,/cgi-bin/test,Port-Scan,1
FLOW-101359,172.16.5.108,26152,10.0.1.10,102,TCP,2688,7065,33,102,1.231,1,Mozilla/5.0,/historian/view,Benign,0
FLOW-101360,198.51.100.89,52027,192.168.10.12,23,TCP,103,19,1,1,1.196,0,zgrab/0.x,/login,Port-Scan,1
FLOW-101361,172.16.5.102,5383,10.0.1.25,4840,TCP,739,5469,5,71,9.927,1,Edge/120.0,,Benign,0
FLOW-101362,192.168.10.40,8648,192.168.10.15,443,TCP,1137,7699,14,97,5.762,1,Mozilla/5.0,/historian/view,Benign,0
FLOW-101363,192.168.10.55,20304,192.168.10.12,443,TCP,424,3276,5,25,0.307,1,SCADA-Client/3.2,/historian/view,Benign,0
FLOW-101364,172.16.5.210,33721,192.168.10.55,80,TCP,2513,10189,17,87,0.749,1,OPC-UA-Stack/1.4,/dashboard/scada,Benign,0
FLOW-101365,172.16.5.210,20359,10.0.1.5,502,TCP,799,6047,6,58,4.257,1,SCADA-Client/3.2,/historian/view,Benign,0
FLOW-101366,172.16.5.108,63620,10.0.1.25,80,TCP,2380,9269,16,68,10.522,1,OPC-UA-Stack/1.4,/historian/view,Benign,0
FLOW-101367,194.26.29.112,25798,10.0.1.10,445,TCP,693,812,4,6,1.964,0,Unknown,/cgi-bin/test,Brute-Force,1
FLOW-101368,172.16.5.101,58632,10.0.1.5,4840,UDP,1015,7012,10,69,12.479,1,Mozilla/5.0,,Benign,0
FLOW-101369,172.16.5.101,48105,192.168.10.12,502,TCP,1154,3460,10,28,7.598,1,Mozilla/5.0,/historian/view,Benign,0
FLOW-101370,192.168.10.12,31410,10.0.1.5,102,UDP,2610,5981,19,52,0.598,1,Mozilla/5.0,/api/v1/metrics,Benign,0
FLOW-101371,198.51.100.22,13412,192.168.10.15,3306,TCP,76,53,1,1,1.296,0,Unknown,,Port-Scan,1
FLOW-101372,172.16.5.102,49086,192.168.10.15,443,TCP,1546,9187,17,63,7.2,1,SCADA-Client/3.2,/api/v1/metrics,Benign,0
FLOW-101373,198.51.100.22,22128,192.168.10.40,3389,TCP,830,855,6,11,6.81,0,Unknown,/cgi-bin/test,Brute-Force,1
FLOW-101374,192.168.10.55,4497,10.0.1.25,102,TCP,1407,2262,14,16,0.936,1,Mozilla/5.0,/dashboard/scada,Benign,0
FLOW-101375,45.33.32.156,21171,192.168.10.55,3389,TCP,389,847,2,5,2.697,0,Hydra/9.5,/,Brute-Force,1
FLOW-101376,172.16.5.210,40994,192.168.10.40,443,UDP,1699,11404,15,77,6.174,1,Edge/120.0,/api/v1/metrics,Benign,0
FLOW-101377,172.16.5.210,6256,192.168.10.40,80,TCP,3495,5529,23,37,0.077,1,OPC-UA-Stack/1.4,/historian/view,Benign,0
FLOW-101378,192.168.10.15,63326,10.0.1.10,80,UDP,1392,10641,9,145,6.563,1,OPC-UA-Stack/1.4,/api/v1/metrics,Benign,0
FLOW-101379,172.16.5.101,15629,192.168.10.15,80,TCP,1172,11557,17,90,5.098,1,OPC-UA-Stack/1.4,/historian/view,Benign,0
FLOW-101380,185.220.101.5,2066,192.168.10.15,443,TCP,2701,3922,25,28,4.441,0,Mozilla/5.0,/api/v1/telemetry?id=1' OR '1'='1,SQL-Injection,1
FLOW-101381,185.220.101.5,55928,10.0.1.5,8080,TCP,3160,5702,49,61,11.17,0,sqlmap/1.7,/api/v1/telemetry?id=1' OR '1'='1,SQL-Injection,1
FLOW-101382,192.168.10.40,25035,192.168.10.15,102,TCP,707,2210,6,22,9.197,1,SCADA-Client/3.2,/api/v1/metrics,Benign,0
FLOW-101383,192.168.10.40,17437,192.168.10.15,443,TCP,2047,4076,20,44,4.55,1,OPC-UA-Stack/1.4,,Benign,0
FLOW-101384,192.168.10.12,34218,10.0.1.5,502,TCP,3342,2472,37,36,6.036,1,Mozilla/5.0,/dashboard/scada,Benign,0
FLOW-101385,192.168.10.55,28148,10.0.1.25,443,TCP,822,3136,5,25,5.967,1,Mozilla/5.0,,Benign,0
FLOW-101386,172.16.5.210,36848,192.168.10.55,443,TCP,2593,3804,25,51,11.305,1,Edge/120.0,/api/v1/metrics,Benign,0
FLOW-101387,192.168.10.55,31129,192.168.10.55,102,TCP,1373,6993,9,109,9.573,1,Mozilla/5.0,/api/v1/metrics,Benign,0
FLOW-101388,172.16.5.102,45435,10.0.1.10,443,TCP,1481,2033,15,15,9.106,1,OPC-UA-Stack/1.4,,Benign,0
FLOW-101389,185.220.101.5,53629,10.0.1.25,3306,TCP,2541,4987,18,39,1.423,0,python-requests/2.31.0,/api/v1/telemetry?id=1' OR '1'='1,SQL-Injection,1
FLOW-101390,194.26.29.112,63314,192.168.10.40,3389,TCP,300,674,2,5,3.285,0,Hydra/9.5,/cgi-bin/test,Brute-Force,1
FLOW-101391,172.16.5.102,20006,10.0.1.10,443,UDP,2099,7039,17,99,5.2,1,Mozilla/5.0,,Benign,0
FLOW-101392,198.51.100.89,65249,192.168.10.40,445,TCP,65,32,1,1,10.863,0,Nmap/7.94,/login,Port-Scan,1
FLOW-101393,192.168.10.40,64857,10.0.1.5,102,TCP,1569,3303,24,38,11.364,1,Edge/120.0,/api/v1/metrics,Benign,0
FLOW-101394,192.168.10.55,46031,10.0.1.10,102,TCP,375,4223,2,29,8.473,1,Edge/120.0,/historian/view,Benign,0
FLOW-101395,172.16.5.102,40947,10.0.1.5,80,TCP,3373,6149,36,79,12.019,1,SCADA-Client/3.2,/api/v1/metrics,Benign,0
FLOW-101396,45.33.32.156,19813,192.168.10.55,3306,TCP,73,26,1,1,9.629,0,Masscan/1.3,/cgi-bin/test,Port-Scan,1
FLOW-101397,172.16.5.108,32547,192.168.10.40,102,TCP,895,4285,6,38,12.205,1,Edge/120.0,/api/v1/metrics,Benign,0
FLOW-101398,192.168.10.55,9798,192.168.10.15,502,TCP,2683,10832,20,159,12.36,1,Edge/120.0,,Benign,0
FLOW-101399,194.26.29.112,32621,10.0.1.5,80,TCP,2099,3432,14,27,1.69,0,Mozilla/5.0,/auth/login?u=admin'--,SQL-Injection,1
FLOW-101400,192.168.10.15,8658,10.0.1.25,502,TCP,216,7291,2,94,8.669,1,Mozilla/5.0,/dashboard/scada,Benign,0
FLOW-101401,172.16.5.102,57341,192.168.10.40,80,UDP,2658,11768,23,107,10.572,1,SCADA-Client/3.2,/dashboard/scada,Benign,0
FLOW-101402,194.26.29.112,38689,10.0.1.10,22,TCP,643,233,4,1,9.745,0,paramiko/3.4,/,Brute-Force,1
FLOW-101403,192.168.10.12,15295,10.0.1.10,443,TCP,3282,8448,23,66,6.868,1,Mozilla/5.0,/historian/view,Benign,0
